Year,Month,yday,date,Tide range (m)
2015,7,14,7/14/2015,0.711
2015,7,15,7/15/2015,0.744
2015,7,16,7/16/2015,0.702
2015,7,17,7/17/2015,0.661
2015,7,18,7/18/2015,0.674
2015,7,19,7/19/2015,0.628
2015,7,20,7/20/2015,0.585
2015,7,21,7/21/2015,0.544
2015,7,22,7/22/2015,0.544
2015,7,23,7/23/2015,0.531
2015,7,24,7/24/2015,0.522
2015,7,25,7/25/2015,0.528
2015,7,26,7/26/2015,0.574
2015,7,27,7/27/2015,0.605
2015,7,28,7/28/2015,0.717
2015,7,29,7/29/2015,0.744
2015,7,30,7/30/2015,0.782
2015,7,31,7/31/2015,0.846
2015,8,1,8/1/2015,0.85
2015,8,2,8/2/2015,0.863
2015,8,3,8/3/2015,0.796
2015,8,4,8/4/2015,0.793
2015,8,5,8/5/2015,0.778
2015,8,6,8/6/2015,0.703
2015,8,7,8/7/2015,0.673
2015,8,8,8/8/2015,0.719
2015,8,9,8/9/2015,0.669
2015,8,10,8/10/2015,0.656
2015,8,11,8/11/2015,0.672
2015,8,12,8/12/2015,0.692
2015,8,13,8/13/2015,0.681
2015,8,14,8/14/2015,0.681
2015,8,15,8/15/2015,0.687
2015,8,16,8/16/2015,0.62
2015,8,17,8/17/2015,0.594
2015,8,18,8/18/2015,0.622
2015,8,19,8/19/2015,0.547
2015,8,20,8/20/2015,0.551
2015,8,21,8/21/2015,0.525
2015,8,22,8/22/2015,0.526
2015,8,23,8/23/2015,0.545
2015,8,24,8/24/2015,0.586
2015,8,25,8/25/2015,0.607
2015,8,26,8/26/2015,0.688
2015,8,27,8/27/2015,0.772
2015,8,28,8/28/2015,0.851
2015,8,29,8/29/2015,0.858
2015,8,30,8/30/2015,0.871
2015,8,31,8/31/2015,0.887
2015,9,1,9/1/2015,0.872
2015,9,2,9/2/2015,0.822
2015,9,3,9/3/2015,0.781
2015,9,4,9/4/2015,0.771
2015,9,5,9/5/2015,0.679
2015,9,6,9/6/2015,0.598
2015,9,7,9/7/2015,0.613
2015,9,8,9/8/2015,0.61
2015,9,9,9/9/2015,0.601
2015,9,10,9/10/2015,0.647
2015,9,11,9/11/2015,0.646
2015,9,12,9/12/2015,0.599
2015,9,13,9/13/2015,0.616
2015,9,14,9/14/2015,0.68
2015,9,15,9/15/2015,0.629
2015,9,16,9/16/2015,0.655
2015,9,17,9/17/2015,0.617
2015,9,18,9/18/2015,0.607
2015,9,19,9/19/2015,0.595
2015,9,20,9/20/2015,0.557
2015,9,21,9/21/2015,0.563
2015,9,22,9/22/2015,0.546
2015,9,23,9/23/2015,0.612
2015,9,24,9/24/2015,0.671
2015,9,25,9/25/2015,0.812
2015,9,26,9/26/2015,0.86
2015,9,27,9/27/2015,0.945
2015,9,28,9/28/2015,0.943
2015,9,29,9/29/2015,0.987
2015,9,30,9/30/2015,0.961
2015,10,1,10/1/2015,0.915
2015,10,2,10/2/2015,0.832
2015,10,3,10/3/2015,0.732
2015,10,4,10/4/2015,0.652
2015,10,5,10/5/2015,0.593
2015,10,6,10/6/2015,0.557
2015,10,7,10/7/2015,0.562
2015,10,8,10/8/2015,0.589
2015,10,9,10/9/2015,0.62
2015,10,10,10/10/2015,0.621
2015,10,11,10/11/2015,0.668
2015,10,12,10/12/2015,0.67
2015,10,13,10/13/2015,0.692
2015,10,14,10/14/2015,0.688
2015,10,15,10/15/2015,0.714
2015,10,16,10/16/2015,0.666
2015,10,17,10/17/2015,0.627
2015,10,18,10/18/2015,0.616
2015,10,19,10/19/2015,0.553
2015,10,20,10/20/2015,0.546
2015,10,21,10/21/2015,0.573
2015,10,22,10/22/2015,0.634
2015,10,23,10/23/2015,0.692
2015,10,24,10/24/2015,0.75
2015,10,25,10/25/2015,0.866
2015,10,26,10/26/2015,0.972
2015,10,27,10/27/2015,0.97
2015,10,28,10/28/2015,0.952
2015,10,29,10/29/2015,0.93
2015,10,30,10/30/2015,0.881
2015,10,31,10/31/2015,0.798
2015,11,1,11/1/2015,0.719
2015,11,2,11/2/2015,0.637
2015,11,3,11/3/2015,0.554
2015,11,4,11/4/2015,0.524
2015,11,5,11/5/2015,0.53
2015,11,6,11/6/2015,0.524
2015,11,7,11/7/2015,0.537
2015,11,8,11/8/2015,0.636
2015,11,9,11/9/2015,0.634
2015,11,10,11/10/2015,0.68
2015,11,11,11/11/2015,0.713
2015,11,12,11/12/2015,0.712
2015,11,13,11/13/2015,0.71
2015,11,14,11/14/2015,0.719
2015,11,15,11/15/2015,0.681
2015,11,16,11/16/2015,0.662
2015,11,17,11/17/2015,0.644
2015,11,18,11/18/2015,0.618
2015,11,19,11/19/2015,0.612
2015,11,20,11/20/2015,0.631
2015,11,21,11/21/2015,0.702
2015,11,22,11/22/2015,0.79
2015,11,23,11/23/2015,0.754
2015,11,24,11/24/2015,0.939
2015,11,25,11/25/2015,0.932
2015,11,26,11/26/2015,0.875
2015,11,27,11/27/2015,0.857
2015,11,28,11/28/2015,0.808
2015,11,29,11/29/2015,0.766
2015,11,30,11/30/2015,0.675
2015,12,1,12/1/2015,0.609
2015,12,2,12/2/2015,0.555
2015,12,3,12/3/2015,0.505
2015,12,4,12/4/2015,0.496
2015,12,5,12/5/2015,0.488
2015,12,6,12/6/2015,0.542
2015,12,7,12/7/2015,0.598
2015,12,8,12/8/2015,0.683
2015,12,9,12/9/2015,0.699
2015,12,10,12/10/2015,0.7
2015,12,11,12/11/2015,0.685
2015,12,12,12/12/2015,0.728
2015,12,13,12/13/2015,0.789
2015,12,14,12/14/2015,0.722
2015,12,15,12/15/2015,0.724
2015,12,16,12/16/2015,0.703
2015,12,17,12/17/2015,0.662
2015,12,18,12/18/2015,0.733
2015,12,19,12/19/2015,0.597
2015,12,20,12/20/2015,0.667
2015,12,21,12/21/2015,0.705
2015,12,22,12/22/2015,0.737
2015,12,23,12/23/2015,0.801
2015,12,24,12/24/2015,0.802
2015,12,25,12/25/2015,0.826
2015,12,26,12/26/2015,0.821
2015,12,27,12/27/2015,0.765
2015,12,28,12/28/2015,0.721
2015,12,29,12/29/2015,0.656
2015,12,30,12/30/2015,0.587
2015,12,31,12/31/2015,0.548
2016,1,1,1/1/2016,0.487
2016,1,2,1/2/2016,0.442
2016,1,3,1/3/2016,0.487
2016,1,4,1/4/2016,0.551
2016,1,5,1/5/2016,0.563
2016,1,6,1/6/2016,0.566
2016,1,7,1/7/2016,0.623
2016,1,8,1/8/2016,0.712
2016,1,9,1/9/2016,0.8
2016,1,10,1/10/2016,0.799
2016,1,11,1/11/2016,0.864
2016,1,12,1/12/2016,0.804
2016,1,13,1/13/2016,0.817
2016,1,14,1/14/2016,0.782
2016,1,15,1/15/2016,0.819
2016,1,16,1/16/2016,0.673
2016,1,17,1/17/2016,0.858
2016,1,18,1/18/2016,0.736
2016,1,19,1/19/2016,0.662
2016,1,20,1/20/2016,0.791
2016,1,21,1/21/2016,0.725
2016,1,22,1/22/2016,0.787
2016,1,23,1/23/2016,0.773
2016,1,24,1/24/2016,0.752
2016,1,25,1/25/2016,0.767
2016,1,26,1/26/2016,0.691
2016,1,27,1/27/2016,0.654
2016,1,28,1/28/2016,0.659
2016,1,29,1/29/2016,0.644
2016,1,30,1/30/2016,0.527
2016,1,31,1/31/2016,0.473
2016,2,1,2/1/2016,0.516
2016,2,2,2/2/2016,0.506
2016,2,3,2/3/2016,0.593
2016,2,4,2/4/2016,0.575
2016,2,5,2/5/2016,0.605
2016,2,6,2/6/2016,0.712
2016,2,7,2/7/2016,0.83
2016,2,8,2/8/2016,0.845
2016,2,9,2/9/2016,0.898
2016,2,10,2/10/2016,0.866
2016,2,11,2/11/2016,0.921
2016,2,12,2/12/2016,0.894
2016,2,13,2/13/2016,0.78
2016,2,14,2/14/2016,
2016,2,15,2/15/2016,
2016,2,16,2/16/2016,
2016,2,17,2/17/2016,
2016,2,18,2/18/2016,
2016,2,19,2/19/2016,
2016,2,20,2/20/2016,
2016,2,21,2/21/2016,
2016,2,22,2/22/2016,
2016,2,23,2/23/2016,
2016,2,24,2/24/2016,
2016,2,25,2/25/2016,0.636
2016,2,26,2/26/2016,0.652
2016,2,27,2/27/2016,0.565
2016,2,28,2/28/2016,0.558
2016,2,29,2/29/2016,0.552
2016,3,1,3/1/2016,0.481
2016,3,2,3/2/2016,0.473
2016,3,3,3/3/2016,0.491
2016,3,4,3/4/2016,0.546
2016,3,5,3/5/2016,0.639
2016,3,6,3/6/2016,0.668
2016,3,7,3/7/2016,0.82
2016,3,8,3/8/2016,0.874
2016,3,9,3/9/2016,0.889
2016,3,10,3/10/2016,0.904
2016,3,11,3/11/2016,0.871
2016,3,12,3/12/2016,0.837
2016,3,13,3/13/2016,0.733
2016,3,14,3/14/2016,0.78
2016,3,15,3/15/2016,0.619
2016,3,16,3/16/2016,0.555
2016,3,17,3/17/2016,0.57
2016,3,18,3/18/2016,0.589
2016,3,19,3/19/2016,0.617
2016,3,20,3/20/2016,0.643
2016,3,21,3/21/2016,0.654
2016,3,22,3/22/2016,0.676
2016,3,23,3/23/2016,0.697
2016,3,24,3/24/2016,0.679
2016,3,25,3/25/2016,0.665
2016,3,26,3/26/2016,0.63
2016,3,27,3/27/2016,0.573
2016,3,28,3/28/2016,0.573
2016,3,29,3/29/2016,0.549
2016,3,30,3/30/2016,0.52
2016,3,31,3/31/2016,0.54
2016,4,1,4/1/2016,0.548
2016,4,2,4/2/2016,0.627
2016,4,3,4/3/2016,0.596
2016,4,4,4/4/2016,0.705
2016,4,5,4/5/2016,0.806
2016,4,6,4/6/2016,0.866
2016,4,7,4/7/2016,0.91
2016,4,8,4/8/2016,0.903
2016,4,9,4/9/2016,0.914
2016,4,10,4/10/2016,0.847
2016,4,11,4/11/2016,0.79
2016,4,12,4/12/2016,0.765
2016,4,13,4/13/2016,0.675
2016,4,14,4/14/2016,0.544
2016,4,15,4/15/2016,0.538
2016,4,16,4/16/2016,0.541
2016,4,17,4/17/2016,0.56
2016,4,18,4/18/2016,0.61
2016,4,19,4/19/2016,0.644
2016,4,20,4/20/2016,0.685
2016,4,21,4/21/2016,0.699
2016,4,22,4/22/2016,0.688
2016,4,23,4/23/2016,0.655
2016,4,24,4/24/2016,0.689
2016,4,25,4/25/2016,0.644
2016,4,26,4/26/2016,0.623
2016,4,27,4/27/2016,0.645
2016,4,28,4/28/2016,0.614
2016,4,29,4/29/2016,0.529
2016,4,30,4/30/2016,0.599
2016,5,1,5/1/2016,0.561
2016,5,2,5/2/2016,0.648
2016,5,3,5/3/2016,0.756
2016,5,4,5/4/2016,0.916
2016,5,5,5/5/2016,0.981
2016,5,6,5/6/2016,0.92
2016,5,7,5/7/2016,0.941
2016,5,8,5/8/2016,0.941
2016,5,9,5/9/2016,0.901
2016,5,10,5/10/2016,0.863
2016,5,11,5/11/2016,0.718
2016,5,12,5/12/2016,0.679
2016,5,13,5/13/2016,0.576
2016,5,14,5/14/2016,0.549
2016,5,15,5/15/2016,0.549
2016,5,16,5/16/2016,0.557
2016,5,17,5/17/2016,0.591
2016,5,18,5/18/2016,0.553
2016,5,19,5/19/2016,0.646
2016,5,20,5/20/2016,0.649
2016,5,21,5/21/2016,0.657
2016,5,22,5/22/2016,0.68
2016,5,23,5/23/2016,0.688
2016,5,24,5/24/2016,0.694
2016,5,25,5/25/2016,0.638
2016,5,26,5/26/2016,0.673
2016,5,27,5/27/2016,0.563
2016,5,28,5/28/2016,0.655
2016,5,29,5/29/2016,0.613
2016,5,30,5/30/2016,0.625
2016,5,31,5/31/2016,0.693
2016,6,1,6/1/2016,0.743
2016,6,2,6/2/2016,0.83
2016,6,3,6/3/2016,0.854
2016,6,4,6/4/2016,0.911
2016,6,5,6/5/2016,0.896
2016,6,6,6/6/2016,0.855
2016,6,7,6/7/2016,0.805
2016,6,8,6/8/2016,0.743
2016,6,9,6/9/2016,0.688
2016,6,10,6/10/2016,0.653
2016,6,11,6/11/2016,0.598
2016,6,12,6/12/2016,0.52
2016,6,13,6/13/2016,0.532
2016,6,14,6/14/2016,0.539
2016,6,15,6/15/2016,0.575
2016,6,16,6/16/2016,0.576
2016,6,17,6/17/2016,0.653
2016,6,18,6/18/2016,0.637
2016,6,19,6/19/2016,0.718
2016,6,20,6/20/2016,0.718
2016,6,21,6/21/2016,0.689
2016,6,22,6/22/2016,0.702
2016,6,23,6/23/2016,0.708
2016,6,24,6/24/2016,0.702
2016,6,25,6/25/2016,0.667
2016,6,26,6/26/2016,0.642
2016,6,27,6/27/2016,0.65
2016,6,28,6/28/2016,0.658
2016,6,29,6/29/2016,0.7
2016,6,30,6/30/2016,0.74
2016,7,1,7/1/2016,0.781
2016,7,2,7/2/2016,0.805
2016,7,3,7/3/2016,0.827
2016,7,4,7/4/2016,0.848
2016,7,5,7/5/2016,0.789
2016,7,6,7/6/2016,0.712
2016,7,7,7/7/2016,0.682
2016,7,8,7/8/2016,0.632
2016,7,9,7/9/2016,0.6
2016,7,10,7/10/2016,0.568
2016,7,11,7/11/2016,0.571
2016,7,12,7/12/2016,0.506
2016,7,13,7/13/2016,0.517
2016,7,14,7/14/2016,0.509
2016,7,15,7/15/2016,0.537
2016,7,16,7/16/2016,0.565
2016,7,17,7/17/2016,0.63
2016,7,18,7/18/2016,0.663
2016,7,19,7/19/2016,0.739
2016,7,20,7/20/2016,0.76
2016,7,21,7/21/2016,0.73
2016,7,22,7/22/2016,0.746
2016,7,23,7/23/2016,0.689
2016,7,24,7/24/2016,0.728
2016,7,25,7/25/2016,0.728
2016,7,26,7/26/2016,0.706
2016,7,27,7/27/2016,0.7
2016,7,28,7/28/2016,0.707
2016,7,29,7/29/2016,0.695
2016,7,30,7/30/2016,0.759
2016,7,31,7/31/2016,0.779
2016,8,1,8/1/2016,0.796
2016,8,2,8/2/2016,0.783
2016,8,3,8/3/2016,0.766
2016,8,4,8/4/2016,0.741
2016,8,5,8/5/2016,0.662
2016,8,6,8/6/2016,0.614
2016,8,7,8/7/2016,0.638
2016,8,8,8/8/2016,0.56
2016,8,9,8/9/2016,0.581
2016,8,10,8/10/2016,0.517
2016,8,11,8/11/2016,0.473
2016,8,12,8/12/2016,0.513
2016,8,13,8/13/2016,0.494
2016,8,14,8/14/2016,0.548
2016,8,15,8/15/2016,0.622
2016,8,16,8/16/2016,0.674
2016,8,17,8/17/2016,0.724
2016,8,18,8/18/2016,0.788
2016,8,19,8/19/2016,0.791
2016,8,20,8/20/2016,0.801
2016,8,21,8/21/2016,0.755
2016,8,22,8/22/2016,0.764
2016,8,23,8/23/2016,0.748
2016,8,24,8/24/2016,0.726
2016,8,25,8/25/2016,0.695
2016,8,26,8/26/2016,0.689
2016,8,27,8/27/2016,0.694
2016,8,28,8/28/2016,0.666
2016,8,29,8/29/2016,0.712
2016,8,30,8/30/2016,0.698
2016,8,31,8/31/2016,0.744
2016,9,1,9/1/2016,0.722
2016,9,2,9/2/2016,0.68
2016,9,3,9/3/2016,0.637
2016,9,4,9/4/2016,0.673
2016,9,5,9/5/2016,0.615
2016,9,6,9/6/2016,0.557
2016,9,7,9/7/2016,0.536
2016,9,8,9/8/2016,0.495
2016,9,9,9/9/2016,0.481
2016,9,10,9/10/2016,0.493
2016,9,11,9/11/2016,0.468
2016,9,12,9/12/2016,0.585
2016,9,13,9/13/2016,0.639
2016,9,14,9/14/2016,0.674
2016,9,15,9/15/2016,0.728
2016,9,16,9/16/2016,0.765
2016,9,17,9/17/2016,0.784
2016,9,18,9/18/2016,0.866
2016,9,19,9/19/2016,0.88
2016,9,20,9/20/2016,0.812
2016,9,21,9/21/2016,0.775
2016,9,22,9/22/2016,0.72
2016,9,23,9/23/2016,0.661
2016,9,24,9/24/2016,0.633
2016,9,25,9/25/2016,0.634
2016,9,26,9/26/2016,0.643
2016,9,27,9/27/2016,0.637
2016,9,28,9/28/2016,0.658
2016,9,29,9/29/2016,0.657
2016,9,30,9/30/2016,0.71
2016,10,1,10/1/2016,0.714
2016,10,2,10/2/2016,0.689
2016,10,3,10/3/2016,0.699
2016,10,4,10/4/2016,0.644
2016,10,5,10/5/2016,0.58
2016,10,6,10/6/2016,0.553
2016,10,7,10/7/2016,0.567
2016,10,8,10/8/2016,0.502
2016,10,9,10/9/2016,0.486
2016,10,10,10/10/2016,0.502
2016,10,11,10/11/2016,0.575
2016,10,12,10/12/2016,0.653
2016,10,13,10/13/2016,0.752
2016,10,14,10/14/2016,0.834
2016,10,15,10/15/2016,0.912
2016,10,16,10/16/2016,0.926
2016,10,17,10/17/2016,0.979
2016,10,18,10/18/2016,0.915
2016,10,19,10/19/2016,0.929
2016,10,20,10/20/2016,0.827
2016,10,21,10/21/2016,0.741
2016,10,22,10/22/2016,0.676
2016,10,23,10/23/2016,0.612
2016,10,24,10/24/2016,0.586
2016,10,25,10/25/2016,0.601
2016,10,26,10/26/2016,0.583
2016,10,27,10/27/2016,0.628
2016,10,28,10/28/2016,0.691
2016,10,29,10/29/2016,0.676
2016,10,30,10/30/2016,0.672
2016,10,31,10/31/2016,0.704
2016,11,1,11/1/2016,0.662
2016,11,2,11/2/2016,0.617
2016,11,3,11/3/2016,0.627
2016,11,4,11/4/2016,0.601
2016,11,5,11/5/2016,0.557
2016,11,6,11/6/2016,0.528
2016,11,7,11/7/2016,0.509
2016,11,8,11/8/2016,0.552
2016,11,9,11/9/2016,0.589
2016,11,10,11/10/2016,0.694
2016,11,11,11/11/2016,0.75
2016,11,12,11/12/2016,0.848
2016,11,13,11/13/2016,0.943
2016,11,14,11/14/2016,0.985
2016,11,15,11/15/2016,0.982
2016,11,16,11/16/2016,0.987
2016,11,17,11/17/2016,0.885
2016,11,18,11/18/2016,0.819
2016,11,19,11/19/2016,0.726
2016,11,20,11/20/2016,0.666
2016,11,21,11/21/2016,0.598
2016,11,22,11/22/2016,0.578
2016,11,23,11/23/2016,0.59
2016,11,24,11/24/2016,0.615
2016,11,25,11/25/2016,0.588
2016,11,26,11/26/2016,0.63
2016,11,27,11/27/2016,0.688
2016,11,28,11/28/2016,0.682
2016,11,29,11/29/2016,0.688
2016,11,30,11/30/2016,0.665
2016,12,1,12/1/2016,0.67
2016,12,2,12/2/2016,0.628
2016,12,3,12/3/2016,0.627
2016,12,4,12/4/2016,0.619
2016,12,5,12/5/2016,0.589
2016,12,6,12/6/2016,0.58
2016,12,7,12/7/2016,0.56
2016,12,8,12/8/2016,0.616
2016,12,9,12/9/2016,0.698
2016,12,10,12/10/2016,0.745
2016,12,11,12/11/2016,0.852
2016,12,12,12/12/2016,0.872
2016,12,13,12/13/2016,0.92
2016,12,14,12/14/2016,0.909
2016,12,15,12/15/2016,0.958
2016,12,16,12/16/2016,0.918
2016,12,17,12/17/2016,0.744
2016,12,18,12/18/2016,0.717
2016,12,19,12/19/2016,0.653
2016,12,20,12/20/2016,0.563
2016,12,21,12/21/2016,0.529
2016,12,22,12/22/2016,0.508
2016,12,23,12/23/2016,0.556
2016,12,24,12/24/2016,0.554
2016,12,25,12/25/2016,0.568
2016,12,26,12/26/2016,0.59
2016,12,27,12/27/2016,0.593
2016,12,28,12/28/2016,0.686
2016,12,29,12/29/2016,0.713
2016,12,30,12/30/2016,0.697
2016,12,31,12/31/2016,0.71
2017,1,1,1/1/2017,0.734
2017,1,2,1/2/2017,0.645
2017,1,3,1/3/2017,0.617
2017,1,4,1/4/2017,0.606
2017,1,5,1/5/2017,0.609
2017,1,6,1/6/2017,0.621
2017,1,7,1/7/2017,0.841
2017,1,8,1/8/2017,0.717
2017,1,9,1/9/2017,0.758
2017,1,10,1/10/2017,0.909
2017,1,11,1/11/2017,0.84
2017,1,12,1/12/2017,0.832
2017,1,13,1/13/2017,0.857
2017,1,14,1/14/2017,0.814
2017,1,15,1/15/2017,0.787
2017,1,16,1/16/2017,0.712
2017,1,17,1/17/2017,0.618
2017,1,18,1/18/2017,0.57
2017,1,19,1/19/2017,0.526
2017,1,20,1/20/2017,0.502
2017,1,21,1/21/2017,0.48
2017,1,22,1/22/2017,0.514
2017,1,23,1/23/2017,0.544
2017,1,24,1/24/2017,0.577
2017,1,25,1/25/2017,0.598
2017,1,26,1/26/2017,0.65
2017,1,27,1/27/2017,0.712
2017,1,28,1/28/2017,0.737
2017,1,29,1/29/2017,0.699
2017,1,30,1/30/2017,0.694
2017,1,31,1/31/2017,0.709
2017,2,1,2/1/2017,0.703
2017,2,2,2/2/2017,0.659
2017,2,3,2/3/2017,0.652
2017,2,4,2/4/2017,0.617
2017,2,5,2/5/2017,0.685
2017,2,6,2/6/2017,0.668
2017,2,7,2/7/2017,0.646
2017,2,8,2/8/2017,0.769
2017,2,9,2/9/2017,0.752
2017,2,10,2/10/2017,0.789
2017,2,11,2/11/2017,0.784
2017,2,12,2/12/2017,0.748
2017,2,13,2/13/2017,0.731
2017,2,14,2/14/2017,0.705
2017,2,15,2/15/2017,0.644
2017,2,16,2/16/2017,0.561
2017,2,17,2/17/2017,0.549
2017,2,18,2/18/2017,0.508
2017,2,19,2/19/2017,0.457
2017,2,20,2/20/2017,0.496
2017,2,21,2/21/2017,0.459
2017,2,22,2/22/2017,0.562
2017,2,23,2/23/2017,0.596
2017,2,24,2/24/2017,0.68
2017,2,25,2/25/2017,0.694
2017,2,26,2/26/2017,0.751
2017,2,27,2/27/2017,0.763
2017,2,28,2/28/2017,0.785
2017,3,1,3/1/2017,0.791
2017,3,2,3/2/2017,0.771
2017,3,3,3/3/2017,0.724
2017,3,4,3/4/2017,0.693
2017,3,5,3/5/2017,0.619
2017,3,6,3/6/2017,0.568
2017,3,7,3/7/2017,0.657
2017,3,8,3/8/2017,0.611
2017,3,9,3/9/2017,0.698
2017,3,10,3/10/2017,0.719
2017,3,11,3/11/2017,0.831
2017,3,12,3/12/2017,0.786
2017,3,13,3/13/2017,0.83
2017,3,14,3/14/2017,0.701
2017,3,15,3/15/2017,0.69
2017,3,16,3/16/2017,0.7
2017,3,17,3/17/2017,0.591
2017,3,18,3/18/2017,0.533
2017,3,19,3/19/2017,0.458
2017,3,20,3/20/2017,0.473
2017,3,21,3/21/2017,0.443
2017,3,22,3/22/2017,0.482
2017,3,23,3/23/2017,0.489
2017,3,24,3/24/2017,0.539
2017,3,25,3/25/2017,0.637
2017,3,26,3/26/2017,0.732
2017,3,27,3/27/2017,0.838
2017,3,28,3/28/2017,0.895
2017,3,29,3/29/2017,0.895
2017,3,30,3/30/2017,0.904
2017,3,31,3/31/2017,0.851
2017,4,1,4/1/2017,0.754
2017,4,2,4/2/2017,0.693
2017,4,3,4/3/2017,0.709
2017,4,4,4/4/2017,0.685
2017,4,5,4/5/2017,0.643
2017,4,6,4/6/2017,0.617
2017,4,7,4/7/2017,0.696
2017,4,8,4/8/2017,0.743
2017,4,9,4/9/2017,0.714
2017,4,10,4/10/2017,0.739
2017,4,11,4/11/2017,0.746
2017,4,12,4/12/2017,0.727
2017,4,13,4/13/2017,0.685
2017,4,14,4/14/2017,0.659
2017,4,15,4/15/2017,0.603
2017,4,16,4/16/2017,0.615
2017,4,17,4/17/2017,0.557
2017,4,18,4/18/2017,0.53
2017,4,19,4/19/2017,0.51
2017,4,20,4/20/2017,0.476
2017,4,21,4/21/2017,0.531
2017,4,22,4/22/2017,0.581
2017,4,23,4/23/2017,0.713
2017,4,24,4/24/2017,0.787
2017,4,25,4/25/2017,0.866
2017,4,26,4/26/2017,0.941
2017,4,27,4/27/2017,0.906
2017,4,28,4/28/2017,0.929
2017,4,29,4/29/2017,0.842
2017,4,30,4/30/2017,0.844
2017,5,1,5/1/2017,0.804
2017,5,2,5/2/2017,0.712
2017,5,3,5/3/2017,0.636
2017,5,4,5/4/2017,0.645
2017,5,5,5/5/2017,0.66
2017,5,6,5/6/2017,0.654
2017,5,7,5/7/2017,0.655
2017,5,8,5/8/2017,0.697
2017,5,9,5/9/2017,0.67
2017,5,10,5/10/2017,0.712
2017,5,11,5/11/2017,0.716
2017,5,12,5/12/2017,0.676
2017,5,13,5/13/2017,0.646
2017,5,14,5/14/2017,0.597
2017,5,15,5/15/2017,0.586
2017,5,16,5/16/2017,0.61
2017,5,17,5/17/2017,0.507
2017,5,18,5/18/2017,0.507
2017,5,19,5/19/2017,0.552
2017,5,20,5/20/2017,0.586
2017,5,21,5/21/2017,0.601
2017,5,22,5/22/2017,0.731
2017,5,23,5/23/2017,0.831
2017,5,24,5/24/2017,0.846
2017,5,25,5/25/2017,0.888
2017,5,26,5/26/2017,0.937
2017,5,27,5/27/2017,0.931
2017,5,28,5/28/2017,0.808
2017,5,29,5/29/2017,0.841
2017,5,30,5/30/2017,0.727
2017,5,31,5/31/2017,0.669
2017,6,1,6/1/2017,0.634
2017,6,2,6/2/2017,0.583
2017,6,3,6/3/2017,0.586
2017,6,4,6/4/2017,0.594
2017,6,5,6/5/2017,0.638
2017,6,6,6/6/2017,0.678
2017,6,7,6/7/2017,0.642
2017,6,8,6/8/2017,0.671
2017,6,9,6/9/2017,0.638
2017,6,10,6/10/2017,0.644
2017,6,11,6/11/2017,0.677
2017,6,12,6/12/2017,0.63
2017,6,13,6/13/2017,0.619
2017,6,14,6/14/2017,0.602
2017,6,15,6/15/2017,0.546
2017,6,16,6/16/2017,0.535
2017,6,17,6/17/2017,0.579
2017,6,18,6/18/2017,0.59
2017,6,19,6/19/2017,0.64
2017,6,20,6/20/2017,0.719
2017,6,21,6/21/2017,0.765
2017,6,22,6/22/2017,0.849
2017,6,23,6/23/2017,0.886
2017,6,24,6/24/2017,0.881
2017,6,25,6/25/2017,0.873
2017,6,26,6/26/2017,0.826
2017,6,27,6/27/2017,0.726
2017,6,28,6/28/2017,0.74
2017,6,29,6/29/2017,0.683
2017,6,30,6/30/2017,0.646
2017,7,1,7/1/2017,0.592
2017,7,2,7/2/2017,0.566
2017,7,3,7/3/2017,0.554
2017,7,4,7/4/2017,0.576
2017,7,5,7/5/2017,0.587
2017,7,6,7/6/2017,0.593
2017,7,7,7/7/2017,0.634
2017,7,8,7/8/2017,0.635
2017,7,9,7/9/2017,0.67
2017,7,10,7/10/2017,0.651
2017,7,11,7/11/2017,0.699
2017,7,12,7/12/2017,0.624
2017,7,13,7/13/2017,0.623
2017,7,14,7/14/2017,0.666
2017,7,15,7/15/2017,0.625
2017,7,16,7/16/2017,0.605
2017,7,17,7/17/2017,0.644
2017,7,18,7/18/2017,0.669
2017,7,19,7/19/2017,0.689
2017,7,20,7/20/2017,0.737
2017,7,21,7/21/2017,0.852
2017,7,22,7/22/2017,0.878
2017,7,23,7/23/2017,0.887
2017,7,24,7/24/2017,0.843
2017,7,25,7/25/2017,0.796
2017,7,26,7/26/2017,0.768
2017,7,27,7/27/2017,0.735
2017,7,28,7/28/2017,0.676
2017,7,29,7/29/2017,0.642
2017,7,30,7/30/2017,0.593
2017,7,31,7/31/2017,0.564
2017,8,1,8/1/2017,0.53
2017,8,2,8/2/2017,0.542
2017,8,3,8/3/2017,0.535
2017,8,4,8/4/2017,0.606
2017,8,5,8/5/2017,0.607
2017,8,6,8/6/2017,0.644
2017,8,7,8/7/2017,0.668
2017,8,8,8/8/2017,0.683
2017,8,9,8/9/2017,0.68
2017,8,10,8/10/2017,0.688
2017,8,11,8/11/2017,0.633
2017,8,12,8/12/2017,0.66
2017,8,13,8/13/2017,0.659
2017,8,14,8/14/2017,0.655
2017,8,15,8/15/2017,0.654
2017,8,16,8/16/2017,0.678
2017,8,17,8/17/2017,0.697
2017,8,18,8/18/2017,0.74
2017,8,19,8/19/2017,0.807
2017,8,20,8/20/2017,0.804
2017,8,21,8/21/2017,0.817
2017,8,22,8/22/2017,0.815
2017,8,23,8/23/2017,0.764
2017,8,24,8/24/2017,0.743
2017,8,25,8/25/2017,0.717
2017,8,26,8/26/2017,0.656
2017,8,27,8/27/2017,0.603
2017,8,28,8/28/2017,0.559
2017,8,29,8/29/2017,0.513
